Player Name,Team Name,League,Nationality,Country ,Age,Height,Pos,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT%,2PA,2PM,2P%,3PA,3PM,3P%,TO,TYPE
Chagas Vinicius,Caxias do Sul,NBB,Brazilian,Brazil,23,202,SF,35,"6,1",17,"6,8","4,1","1,3","2,7","0,7","0,4","0,3","2,1",1,"0,6",60,"4,4","2,3","52,3","1,6","0,5","31,3",1,
Terreni Emanuel,Lissone,Serie C,Brazilian,Italy,23,202,F/C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colimerio Leonardo,Queens NC,A-Sun,Brazilian,USA,23,201,G/F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCAA 1
Costa Jamison,U.Corinthians,NBB,Brazilian,Brazil,23,199,SF,36,"6,3","22,2","8,7","3,3",1,"2,3","1,2","0,3","0,7","2,6","1,5",1,"66,7",5,"2,6",52,"2,4","0,8","33,3","1,3",
Esteves Felipe,Londrina,Parana,Brazilian,Brazil,23,199,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Silva Victor,Pato,NBB,Brazilian,Brazil,23,199,F,8,"2,4","5,4","3,4","0,8",0,"0,8",0,0,0,"0,8","0,3","0,1","33,3","1,4","0,9","64,3","0,6","0,5","83,3","0,3",
Leite Luan,Londrina,Parana,Brazilian,Brazil,23,198,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nascimento Flavio,Praia,CBB,Brazilian,Brazil,23,198,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pedra Guilherme,Carroll MT,Frontier,Brazilian,USA,23,198,F,29,"6,3","23,7","5,9","3,4","0,7","2,7","1,3",0,"0,4","0,7","0,9","0,6","66,7","2,9","1,3","44,8","2,7","0,9","33,3","0,4",NAIA
Rodrigues Wellington,Temperley,Regional,Brazilian,Argentina,23,198,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lima Emerson,Brasilia,NBB,Brazilian,Brazil,23,197,SF,22,"2,8","11,5","4,1","1,5","0,7","0,8","0,1",0,"0,1","1,4","0,9","0,7","77,8","1,7",1,"58,8","1,2","0,5","41,7","0,6",
Tiossi Joao,Brusque,CBB,Brazilian,Brazil,23,194,G/F,7,"0,9","26,6","6,9","2,7",1,"1,7","0,4",0,1,"2,3","1,6","0,9","56,3","2,3","0,9","39,1","4,7","1,4","29,8","2,3",
Moura Leandro,Minas,NBB,Brazilian,Brazil,23,190,G,6,"-0,5","5,3","1,5","0,3","0,2","0,2","0,3",0,0,"0,8","0,3",0,0,"1,5","0,5","33,3","0,5","0,2",40,"0,2",
Pereira Pedro,Sao Jose,NBB,Brazilian,Brazil,23,190,SF,38,"1,8","8,2","1,8",1,"0,4","0,6","0,5",0,"0,3","0,9","0,5","0,4",80,"0,8","0,4",50,"0,7","0,2","28,6","0,1",
Zibecchi Lucas,Botafogo,NBB,Brazilian,Brazil,23,190,PG,6,"4,2","10,8","4,5","0,8","0,3","0,5",1,0,"0,8","0,8","0,3","0,3",100,"1,8","1,3","72,2","1,3","0,5","38,5","1,2",
Duarte Gabriel,Pinda,CBB,Brazilian,Brazil,23,189,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliveira Elias,Caxias do Sul,NBB,Brazilian,Brazil,23,189,G,26,"1,8","10,8","2,2",1,"0,2","0,7",1,"0,1","0,6",1,"0,9","0,7","77,8","1,1","0,4","36,4","0,9","0,2","22,2","0,7",
Silva Matheus,Cerrado,NBB,Brazilian,Brazil,23,189,G,36,"8,8","27,7","10,8","3,4","0,9","2,6","3,4","0,2","1,3",2,"2,1","1,5","71,4","5,5","2,3","41,8","4,8","1,6","33,3","2,4",
Nunes Gustavo,Valongo,1.Divisao,Brazilian,Portugal,23,191,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Do Amorim Jean,Londrina,Parana,Brazilian,Brazil,23,188,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fernandes Cristhya,Blumenau,CBB,Brazilian,Brazil,23,188,G,7,"2,3","21,9","5,3","3,7","1,1","2,6","1,1",0,"1,6","1,6","1,3",1,"76,9","2,6","1,3",50,"5,7","0,6","10,5",1,
Mendonca Luiz,Mogi,NBB,Brazilian,Brazil,23,188,G,28,"0,5","10,1","2,9","0,8","0,2","0,6","0,5",0,"0,3","1,5","0,3","0,1","33,3","0,8","0,4",50,"2,3","0,7","30,4","0,3",
Pinheiro Matheus,UniFacisa,NBB,Brazilian,Brazil,23,188,G,4,"0,3","2,5","0,5","0,5",0,"0,5",0,0,0,0,0,0,0,"0,5","0,3",60,"0,5",0,0,0,
Mencarini Raffael,Praia,CBB,Brazilian,Brazil,23,187,G,6,"10,7",29,16,"4,2","1,2",3,"1,5","0,2","1,5","3,2",4,"3,2",80,"6,7","3,7","55,2","5,7","1,8","31,6","1,5",
Costa Arthur,U.Corinthians,NBB,Brazilian,Brazil,23,185,PG,33,"0,6","16,7","3,5","1,4","0,2","1,1","1,2",0,"0,3","2,3","0,8","0,6",75,"1,3","0,4","30,8","2,6","0,7","26,9","0,9",
Santos Gabriel,Caxias do Sul,NBB,Brazilian,Brazil,23,185,G,28,"3,5","18,3","3,6","2,3","0,8","1,5","2,4","0,1","1,1","2,4","0,8","0,5","62,5","1,3","0,6","46,2","2,4","0,6",25,"1,1",
Policcici Jose Vitor,Tatui/AABT,CBB,Brazilian,Brazil,23,184,G,6,"3,7",30,"7,5","1,8","0,3","1,5","2,2",0,1,"3,5",2,"1,2",60,"3,3","2,2","66,7","2,2","0,7","31,8","2,2",
Monteiro Lucas,Vasco da Gama,NBB,Brazilian,Brazil,23,183,PG,2,"0,5",3,1,0,0,0,0,0,"0,5",0,0,0,0,1,"0,5",50,"0,5",0,0,0,
Campos Gabriel,Corinthians,NBB,Brazilian,Brazil,23,182,PG,35,3,13,"3,7","1,3","0,3",1,"1,8",0,"0,4","1,1",1,"0,9",90,"1,7","0,7","41,2",2,"0,5",25,"0,9",
Oliveira Jean,Osasco,CBB,Brazilian,Brazil,23,177,PG,6,"10,2","32,8","13,5",3,"0,3","2,7",4,"0,3","0,8","1,8","4,5","3,5","77,8","5,5",3,"54,5",4,"1,3","32,5","3,2",
Cardoso Lucas,UniFacisa,NBB,Brazilian,Brazil,23,176,PG,13,"-0,3","1,9","0,8","0,1",0,"0,1","0,2",0,0,"0,3","0,2","0,2",100,"0,3","0,1","33,3","0,4","0,2",50,"0,5",
Silveira Matheus,Rollins,SSC,Brazilian,USA,24,213,C,27,"16,1","27,3","17,8","6,2","2,4","3,8","1,8","1,2","0,3","2,8",4,"2,7","67,5","12,3","7,6","61,8","0,1",0,0,"2,3",NCAA2
Cardoso Felipe,Bauru,NBB,Brazilian,Brazil,24,211,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malachias Vinicius,U.Corinthians,NBB,Brazilian,Brazil,24,209,C,38,"4,4","17,3","6,2","3,3","0,9","2,4","0,8","0,5","0,2","2,8","1,4",1,"71,4","4,8","2,4",50,"0,5","0,1",20,1,
Conceicao Sergio,Vasco da Gama,NBB,Brazilian,Brazil,24,208,C,39,"5,2","14,6","5,8","3,2","1,2",2,"0,8","0,4","0,3","2,4","1,4",1,"71,4","4,1","2,3","56,1","0,2","0,1",50,"1,2",
Mendes Gabriel,Tatui/AABT,CBB,Brazilian,Brazil,24,208,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Da Silva Bernardo,Hawaii,BWC,Brazilian,USA,24,206,F,31,"11,1","26,3","11,4","6,8","2,3","4,5","1,1","0,8","0,6",3,"4,9","2,5",51,"7,3","4,5","61,6",0,0,0,"1,3",NCAA 1
Rachel Rafael,UniFacisa,NBB,Brazilian,Brazil,24,205,F/C,36,"11,1","25,2","10,4",6,"1,7","4,4","0,6","0,7","0,8","2,2","2,5","2,1",84,"3,5","1,8","51,4","4,9","1,6","32,7",1,
Waldemar Maicon,Cerrado,NBB,Brazilian,Brazil,24,205,F/C,36,"4,1","15,5","4,5","3,5","1,6","1,9","0,2","0,4","0,4","1,9","1,6","1,1","68,8","3,8","1,7","44,7","0,1",0,0,"0,8",
Pereira Nathan,Termoli AirBskt,Serie C,Brazilian,Italy,24,205,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estevao Guilherme,Santos,CBB,Brazilian,Brazil,24,204,F,8,"4,9","16,4",9,"3,8","1,3","2,5","0,4",0,"0,9","3,3","2,1","1,6","76,2","4,4","2,4","54,5","1,5","0,9",60,"2,4",
Barbosa Kaleo,Vitoria,CBB,Brazilian,Brazil,24,203,F,4,"0,5","7,8",1,2,"0,5","1,5","0,5",0,0,0,"0,5",0,0,"1,5","0,5","33,3","0,3",0,0,"1,3",
Soldi Gabriel,Santos,CBB,Brazilian,Brazil,24,202,SF,8,"2,9","10,4","3,3","2,3","0,5","1,8","0,3","0,4","0,1","1,6","0,9","0,5","55,6","1,9",1,"52,6","0,3","0,3",100,"0,5",
Silveira Samuel,Monteroni,Serie D,Brazilian,Italy,24,201,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliveira Gabriel,Westminster UT,RMAC,Brazilian,USA,24,201,F,3,"1,7","15,3","2,3","1,7","0,7",1,0,"1,3","0,3","1,7","1,3","0,3","23,1","1,7",1,"58,8",0,0,0,"0,7",NCAA2
Cardoso Joao,Memphis G.,,Brazilian,USA,24,200,PF,7,"8,9","17,9","6,9","5,3","1,6","3,7","0,3","0,6","0,9","1,4","1,4",1,"71,4","3,1","1,9","61,3","1,9","0,7","36,8","0,7",NBA
Nunes Pedro,U.Corinthians,NBB,Brazilian,Brazil,24,197,G,27,"9,8",30,"7,7","6,1",2,"4,1","1,6","0,1",1,"1,7","2,4","1,1","45,8","5,2","2,9","55,8","1,4","0,3","21,4","1,2",
Maciel Weverton,Sorocabana,CBB,Brazilian,Brazil,24,196,F,4,"0,3","9,5","0,5","1,8","0,8",1,"0,3",0,"0,3",1,0,0,0,"0,5","0,3",60,"0,8",0,0,"0,5",
Weber Matheus,Vasco da Gama,NBB,Brazilian,Brazil,24,195,SF,24,"0,5","3,6","0,9","0,6","0,3","0,3","0,1",0,0,"0,4","0,3","0,1","33,3","0,2","0,1",50,"0,8","0,2",25,"0,2",
Nascimento Gustavo,Sao Caetano,Paulista A2,Brazilian,Brazil,24,194,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Araujo Igor,Tatui/AABT,CBB,Brazilian,Brazil,24,193,G,6,"3,2","30,7","8,3","3,2","0,5","2,7","4,5","0,2","0,8","3,7","1,7","1,5","88,2","3,8","1,7","44,7","6,3","1,2",19,"2,7",
Dias Felipe,Londrina,Parana,Brazilian,Brazil,24,193,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eugeniusz Matheus,Vasco da Gama,NBB,Brazilian,Brazil,24,193,G,39,"10,3","26,5","13,7","3,1","0,7","2,3","3,3","0,1","1,3","3,2",5,"3,8",76,"5,5","2,6","47,3","4,8","1,6","33,3","2,7",
Barbosa Anderson,Paulistano,NBB,Brazilian,Brazil,24,192,G/F,39,"4,5","20,1","4,9","3,6","0,9","2,6","1,1","0,2","1,1","2,1",1,"0,6",60,"2,7","1,2","44,4","2,4","0,6",25,"0,9",
Buffat Jonas,Pinheiros,NBB,Brazilian,Brazil,24,191,F,3,6,"13,7","6,3","2,7","0,3","2,3","0,7",0,0,"1,7",2,2,100,"2,7","1,7",63,1,"0,3",30,"0,7",
Silva Luis Miguel,Londrina,Parana,Brazilian,Brazil,24,191,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cunha Gabriel,Osasco,CBB,Brazilian,Brazil,24,188,G,2,2,"26,5","8,5",4,1,3,"0,5",1,"1,5","2,5",1,0,0,"3,5",2,"57,1","5,5","1,5","27,3",4,
Fagundes Beto,Sorocabana,CBB,Brazilian,Brazil,24,188,PG,8,"13,8","31,8","13,1","5,8","2,3","3,5","2,9","0,5","2,3","2,6",3,"2,1",70,"5,5","3,6","65,5","3,8","1,3","34,2","2,6",
Ruivo Guilherme,Santos,CBB,Brazilian,Brazil,24,187,PG,1,5,15,9,2,2,0,0,0,0,1,0,0,0,2,0,0,6,3,50,0,
Brito Matheusinho,Botafogo,NBB,Brazilian,Brazil,24,184,PG,34,"7,9","23,1","10,6","3,1","0,5","2,6","3,7","0,1","1,1","2,6",4,"2,6",65,"5,6","2,6","46,4","3,6","0,9",25,"2,5",
Vernizz Alexsander,Vasco da Gama,NBB,Brazilian,Brazil,24,183,PG,19,"1,7","6,2","1,2",1,"0,2","0,8","1,1",0,"0,5","0,6","0,6","0,3",50,"0,6","0,2","33,3","0,9","0,2","22,2","0,5",
Almentra Dalaqua,Osasco,CBB,Brazilian,Brazil,24,182,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ribeiro Adler,Sorocabana,CBB,Brazilian,Brazil,24,180,PG,8,"4,5","31,6","9,6","3,6","0,5","3,1","2,1",0,"0,8","2,1","2,4","1,4","58,3","2,3","1,1","47,8",7,2,"28,6",2,
Junior Robson,Tatui/AABT,CBB,Brazilian,Brazil,24,178,PG,6,"1,8","13,3","1,8","2,5","0,2","2,3","1,2",0,"0,3","1,8","0,3","0,3",100,"0,7",0,0,"1,3","0,5","38,5","1,2",
Da Silva Jonata,Joacaba Basquete,Catarinense State,Brazilian,Brazil,24,,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Franca Joao,Tijuana,CIBACOPA,Brazilian,Mexico,25,215,C,24,"19,1",31,"17,5","8,4","1,8","6,6","1,6","1,5","0,7","2,6",6,"3,8","63,3","9,3","5,2","55,9","4,5","1,1","24,4","2,4",
Silveira Enzo,SE Oklahoma,GAC,Brazilian,USA,25,208,C,27,1,"5,4","1,3","1,6","0,5",1,0,"0,1","0,1","0,9","0,2","0,1",50,"1,1","0,6","54,5","0,1",0,0,"0,4",NCAA2
Bonfim Matheus,Pato,NBB,Brazilian,Brazil,25,206,F/C,27,"1,4","4,7","1,5",1,"0,5","0,4","0,2","0,3","0,1","0,7","0,5","0,1",20,1,"0,7",70,"0,2",0,0,"0,3",
Andre Dikembe,Caceres,LEB Gold,Brazilian,Spain,25,206,C,32,"10,1",21,"8,3","6,2","2,2","4,1","0,9",0,"0,3","2,5","3,3","1,5","45,5","6,1","3,4","55,7","0,1",0,0,"1,5",
Andrade Marcio,Tatui/AABT,CBB,Brazilian,Brazil,25,205,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Costa Lucas,Sao Caetano,Paulista A2,Brazilian,Brazil,25,203,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scheuer Paulo,Pinheiros,NBB,Brazilian,Brazil,25,203,F,36,"4,2","16,4",6,"3,1",1,"2,1","0,6","0,3","0,2","2,5","1,9","1,2","63,2","4,3","2,4","55,8","0,1",0,0,"1,4",
Goncalves Kayo,Defensor,LUB,Brazilian,Uruguay,25,203,F,3,"13,3","30,3",15,6,"1,3","4,7","0,7","0,3","0,7","3,7","1,7",1,"58,8","1,7",1,"58,8",9,4,"44,4",1,
Matias Emanuel,Botafogo,NBB,Brazilian,Brazil,25,202,F,37,"9,1","26,9","7,9","5,4","1,3","4,1","1,6","0,6","0,9","2,9","1,1","0,8","72,7","3,7","2,1","56,8","2,5",1,40,"1,4",
Ramos Joao,Bauru,NBB,Brazilian,Brazil,25,201,F,4,"1,8","4,3","1,8","0,8","0,5","0,3",0,0,0,"0,3","0,5",0,0,"0,5","0,5",100,"0,3","0,3",100,0,
Cardozo Vinicius,Sao Caetano,Paulista A2,Brazilian,Brazil,25,200,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Penteado Danilo,Pato,NBB,Brazilian,Brazil,25,200,SF,28,1,"10,1","2,2","1,6","0,4","1,3","0,5",0,"0,3","1,7","0,3","0,3",100,"0,8","0,2",25,"1,6","0,5","31,3","0,5",
Santos Rafael,Santos,CBB,Brazilian,Brazil,25,200,F,8,"5,6","21,9","8,4","3,3","0,9","2,4","0,4",0,"0,4","1,5","1,1","0,9","81,8","4,1","2,3","56,1","2,9",1,"34,5","0,8",
Barbosa Lucao,Botafogo,NBB,Brazilian,Brazil,25,199,F,18,"0,1","9,5","0,9","1,5","0,2","1,3","0,4","0,3","0,5",2,"0,1","0,1",100,"0,8","0,3","37,5","0,9","0,1","11,1","0,3",
Braga Guilherme,Paulistano,NBB,Brazilian,Brazil,25,199,PF,1,8,12,6,2,2,0,1,0,0,0,4,4,100,3,1,"33,3",0,0,0,2,
Donati Elias,Molfetta DO,Serie B Interregionale,Brazilian,Italy,25,199,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sena Danilo,Osasco,CBB,Brazilian,Brazil,25,196,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Louzada Didi,Flamengo,NBB,Brazilian,Brazil,25,195,G,35,"11,9","27,9","11,2","4,8","0,9","3,9","2,4","0,1","1,1","1,9","2,9","2,3","79,3","4,3","2,2","51,2","4,3","1,5","34,9","1,5",
Von Haydin Daniel,Cerrado,NBB,Brazilian,Brazil,25,194,G,36,"9,8","25,9","9,6","3,7","0,6","3,1","2,5","0,1","1,1","1,3","1,5",1,"66,7","2,5","1,4",56,"5,5","1,9","34,5","1,3",
Nunes Thiago,Sao Paulo,NBB,Brazilian,Brazil,25,190,G,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pacheco Caio,Burgos T.,LEB Gold,Brazilian,Spain,25,189,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santos Samuel,Brusque,CBB,Brazilian,Brazil,25,187,SG,7,"3,7","34,3",10,"4,6","1,6",3,"3,1","0,3",1,"2,7","3,4","1,7",50,"7,4","2,9","39,2","4,1","0,9",22,"2,9",
Matheus Joao,Ponta Grossa,Parana,Brazilian,Brazil,25,185,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Girard Jean,Estoril,1.Divisao,Brazilian,Portugal,25,200,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leao Augusto,Sao Jose,NBB,Brazilian,Brazil,25,184,PG,37,"5,1","20,6","6,5","2,1","0,4","1,8",2,"0,1","1,1","2,4","1,5","1,1","73,3","2,2","0,8","36,4","3,5","1,2","34,3","1,1",
Calmon Jonathan,Vitoria,CBB,Brazilian,Brazil,25,178,PG,6,"-2,3","21,5","1,7","2,5","0,8","1,7","1,3",0,"0,8","1,3","0,3",0,0,"2,3","0,3",13,"2,7","0,3","11,1","2,3",
Santos Yago,Crvena Zvezda,KLS,Brazilian,Serbia,25,175,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dos Anjos Felipe,Andorra,Liga Endesa,Brazilian,Spain,26,218,C,31,"12,4","21,5","10,5","5,5","2,5",3,1,"0,2","0,4","2,8","3,8","2,9","76,3",6,"3,8","63,3","0,2",0,0,"1,6",
Oliveira Caio,Botafogo,NBB,Brazilian,Brazil,26,211,C,5,"3,4",8,"2,8","2,6","0,8","1,8","0,4",0,"0,2","1,2","1,6","0,8",50,"1,8",1,"55,6",0,0,0,"0,4",
Ianguas Pedro,Platense,La Liga,Brazilian,Argentina,26,210,C,33,"13,6",23,"9,3","6,7",3,"3,8","0,4","0,7","0,3","2,7","3,8","2,3","60,5","5,2","3,5","67,3",0,0,0,"0,8",
Bafutto Victor,Melilla,LEB Silver,Brazilian,Spain,26,208,F,14,"5,5","15,1",6,"4,2","2,4","1,9","0,1","0,6","0,4","2,3","1,7","0,8","47,1","4,5","2,3","51,1","0,5","0,2",40,"1,4",
Rodrigues Alex,Blumenau,CBB,Brazilian,Brazil,26,206,F,7,"2,1","9,9","2,1","2,9","0,6","2,3","0,4",0,0,"0,9","0,6","0,4","66,7","2,1","0,9","42,9","0,3",0,0,"0,4",
De Oliveira Gabriel,Koblenz,ProA,Brazilian,Germany,26,206,PF,32,"5,9","23,1","10,4","3,9","0,9",3,"1,4","0,3","0,7","2,7","3,7","2,6","70,3","4,8","2,6","54,2","3,2","0,9","28,1","2,6",
Da Silva Oscar,Barca,Liga Endesa,Brazilian,Spain,26,206,F/C,29,"5,7","16,1","5,1","2,6","0,9","1,7","0,5","0,4","0,6","1,9","1,1","0,6","54,5","2,4","1,7","70,8",1,"0,4",40,"0,5",
Pecanha Pedro,Jachal,La Liga Argentina,Brazilian,Argentina,26,206,C,12,"14,1","32,6","13,2","8,1","2,3","5,8","1,6","0,3","0,9","1,7","4,1","2,8","68,3","11,9","5,2","43,7","0,2",0,0,"3,1",
